category,title,file_url,page_url,mime,license_short,license_url,artist,credit
rust_corrosion,File:Crevice-corrosion scheme.png,https://upload.wikimedia.org/wikipedia/commons/5/55/Crevice-corrosion_scheme.png,https://commons.wikimedia.org/wiki/File:Crevice-corrosion_scheme.png,image/png,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"<a href=""//commons.wikimedia.org/wiki/User:Cl_Cu111"" title=""User:Cl Cu111"">Cl Cu111</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
rust_corrosion,File:Full-scaled corrosion pool-Accelerated corrosion method.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d0/Full-scaled_corrosion_pool-Accelerated_corrosion_method.jpg,https://commons.wikimedia.org/wiki/File:Full-scaled_corrosion_pool-Accelerated_corrosion_method.jpg,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Dr._Hakan_Yal%C3%A7%C4%B1ner&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Dr. Hakan Yalçıner (page does not exist)"">Dr. Hakan Yalçıner</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
rust_corrosion,File:Heavy corrosion at the beach.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c2/Heavy_corrosion_at_the_beach.jpg,https://commons.wikimedia.org/wiki/File:Heavy_corrosion_at_the_beach.jpg,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mugel2110&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mugel2110 (page does not exist)"">Mugel2110</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
broken_pipe,File:Breeder and sportsman (1884) (20418524111).jpg,https://upload.wikimedia.org/wikipedia/commons/a/a1/Breeder_and_sportsman_%281884%29_%2820418524111%29.jpg,https://commons.wikimedia.org/wiki/File:Breeder_and_sportsman_(1884)_(20418524111).jpg,image/jpeg,No restrictions,https://www.flickr.com/commons/usage/,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/126377022@N07"">Internet Archive Book Images</a>","<p><a rel=""nofollow"" class=""external free"" href=""https://www.flickr.com/photos/internetarchivebookimages/20418524111/"">https://www.flickr.com/photos/internetarchivebookimages/20418524111/</a>
</p>
<ul><li>Source book page: <a rel=""nofollow"" class=""external free"" href=""https://archive.org/stream/breedersportsman41884sanf/#page/n162/mode/1up"">https://archive.org/stream/breedersportsman41884sanf/#page/n162/mode/1up</a></li></ul>"
broken_pipe,File:Broken fuel pipe.jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/Broken_fuel_pipe.jpg,https://commons.wikimedia.org/wiki/File:Broken_fuel_pipe.jpg,image/jpeg,Public domain,,"<a href=""https://en.wikipedia.org/wiki/User:Peterlewis"" class=""extiw"" title=""en:User:Peterlewis"">Peterlewis</a> at <a class=""external text"" href=""https://en.wikipedia.org/"">en.wikipedia</a>",own picture from expert report of 1996
broken_pipe,File:Lack of water in Helsinki 1929 (JOKAOT4SK1929 10-1).tif,https://upload.wikimedia.org/wikipedia/commons/3/30/Lack_of_water_in_Helsinki_1929_%28JOKAOT4SK1929_10-1%29.tif,https://commons.wikimedia.org/wiki/File:Lack_of_water_in_Helsinki_1929_(JOKAOT4SK1929_10-1).tif,image/tiff,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q125677679"" class=""extiw"" title=""d:Q125677679""><span title=""photographer"">Wolfgang Heine</span></a></bdi>","<a rel=""nofollow"" class=""external free"" href=""https://finna.fi/Record/museovirasto.ea2b4264-b6c3-4dc9-8ae0-b348a8de59c6"">https://finna.fi/Record/museovirasto.ea2b4264-b6c3-4dc9-8ae0-b348a8de59c6</a>"
broken_pipe,File:Railway and locomotive engineering - a practical journal of railway motive power and rolling stock (1901) (14574643988).jpg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Railway_and_locomotive_engineering_-_a_practical_journal_of_railway_motive_power_and_rolling_stock_%281901%29_%2814574643988%29.jpg,https://commons.wikimedia.org/wiki/File:Railway_and_locomotive_engineering_-_a_practical_journal_of_railway_motive_power_and_rolling_stock_(1901)_(14574643988).jpg,image/jpeg,No restrictions,https://www.flickr.com/commons/usage/,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/126377022@N07"">Internet Archive Book Images</a>","<p><a rel=""nofollow"" class=""external free"" href=""https://www.flickr.com/photos/internetarchivebookimages/14574643988/"">https://www.flickr.com/photos/internetarchivebookimages/14574643988/</a>
</p>
<ul><li>Source book page: <a rel=""nofollow"" class=""external free"" href=""https://archive.org/stream/railwaylocomotiv14newy/railwaylocomotiv14newy#page/n402/mode/1up"">https://archive.org/stream/railwaylocomotiv14newy/railwaylocomotiv14newy#page/n402/mode/1up</a></li></ul>"
damaged_sign,File:4thRR Sign Bang.jpg,https://upload.wikimedia.org/wikipedia/commons/4/44/4thRR_Sign_Bang.jpg,https://commons.wikimedia.org/wiki/File:4thRR_Sign_Bang.jpg,image/jpeg,Public domain,,,
damaged_sign,"File:A damaged road sign at Tamlaght, Newtownsaville - geograph.org.uk - 4456079.jpg",https://upload.wikimedia.org/wikipedia/commons/d/db/A_damaged_road_sign_at_Tamlaght%2C_Newtownsaville_-_geograph.org.uk_-_4456079.jpg,"https://commons.wikimedia.org/wiki/File:A_damaged_road_sign_at_Tamlaght,_Newtownsaville_-_geograph.org.uk_-_4456079.jpg",image/jpeg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/2282"">Kenneth  Allen</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:A_damaged_road_sign_at_Tamlaght,_Newtownsaville_-_geograph.org.uk_-_4456079.jpg#P170"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>","<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/photo/4456079"">Geograph Britain and Ireland</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:A_damaged_road_sign_at_Tamlaght,_Newtownsaville_-_geograph.org.uk_-_4456079.jpg#P7482"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>"
damaged_sign,File:A wind-damaged sign on the A7 - geograph.org.uk - 2767458.jpg,https://upload.wikimedia.org/wikipedia/commons/5/51/A_wind-damaged_sign_on_the_A7_-_geograph.org.uk_-_2767458.jpg,https://commons.wikimedia.org/wiki/File:A_wind-damaged_sign_on_the_A7_-_geograph.org.uk_-_2767458.jpg,image/jpeg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/6638"">Walter Baxter</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:A_wind-damaged_sign_on_the_A7_-_geograph.org.uk_-_2767458.jpg#P170"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>","<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/photo/2767458"">Geograph Britain and Ireland</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:A_wind-damaged_sign_on_the_A7_-_geograph.org.uk_-_2767458.jpg#P7482"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>"
damaged_sign,"File:Broken cast iron plate, Leeds Road, Shipley - geograph.org.uk - 8063205.jpg",https://upload.wikimedia.org/wikipedia/commons/c/c6/Broken_cast_iron_plate%2C_Leeds_Road%2C_Shipley_-_geograph.org.uk_-_8063205.jpg,"https://commons.wikimedia.org/wiki/File:Broken_cast_iron_plate,_Leeds_Road,_Shipley_-_geograph.org.uk_-_8063205.jpg",image/jpeg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/6597"">Stephen Craven</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:Broken_cast_iron_plate,_Leeds_Road,_Shipley_-_geograph.org.uk_-_8063205.jpg#P170"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>","<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/photo/8063205"">Geograph Britain and Ireland</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:Broken_cast_iron_plate,_Leeds_Road,_Shipley_-_geograph.org.uk_-_8063205.jpg#P7482"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>"
damaged_sign,File:Cedar Fire - Heat Damaged Road Sign 2.jpg,https://upload.wikimedia.org/wikipedia/commons/8/84/Cedar_Fire_-_Heat_Damaged_Road_Sign_2.jpg,https://commons.wikimedia.org/wiki/File:Cedar_Fire_-_Heat_Damaged_Road_Sign_2.jpg,image/jpeg,Public domain,,"<p><a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/41284017@N08"">U.S. Department of Agriculture</a>
</p>
Lance Cheung/Multimedia PhotoJournalist","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/usdagov/28537658744/"">20160821-FS-LSC-0925</a>"
damaged_sign,"File:Damaged Hospital Road sign, Campsie - geograph.org.uk - 7464385.jpg",https://upload.wikimedia.org/wikipedia/commons/f/f1/Damaged_Hospital_Road_sign%2C_Campsie_-_geograph.org.uk_-_7464385.jpg,"https://commons.wikimedia.org/wiki/File:Damaged_Hospital_Road_sign,_Campsie_-_geograph.org.uk_-_7464385.jpg",image/jpeg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/2282"">Kenneth  Allen</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:Damaged_Hospital_Road_sign,_Campsie_-_geograph.org.uk_-_7464385.jpg#P170"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>","<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/photo/7464385"">Geograph Britain and Ireland</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:Damaged_Hospital_Road_sign,_Campsie_-_geograph.org.uk_-_7464385.jpg#P7482"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>"
damaged_sign,"File:Damaged Laurel Crescent name sign, Malpas, Newport - geograph.org.uk - 8106165.jpg",https://upload.wikimedia.org/wikipedia/commons/2/24/Damaged_Laurel_Crescent_name_sign%2C_Malpas%2C_Newport_-_geograph.org.uk_-_8106165.jpg,"https://commons.wikimedia.org/wiki/File:Damaged_Laurel_Crescent_name_sign,_Malpas,_Newport_-_geograph.org.uk_-_8106165.jpg",image/jpeg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/39302"">Jaggery</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:Damaged_Laurel_Crescent_name_sign,_Malpas,_Newport_-_geograph.org.uk_-_8106165.jpg#P170"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>","<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/photo/8106165"">Geograph Britain and Ireland</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:Damaged_Laurel_Crescent_name_sign,_Malpas,_Newport_-_geograph.org.uk_-_8106165.jpg#P7482"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>"
damaged_sign,File:Damaged Pavement - panoramio.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3f/Damaged_Pavement_-_panoramio.jpg,https://commons.wikimedia.org/wiki/File:Damaged_Pavement_-_panoramio.jpg,image/jpeg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"<a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20161015011711/http://www.panoramio.com/user/1653769?with_photo_id=31816853"">2AgentSmith2</a>","<a rel=""nofollow"" class=""external free"" href=""https://web.archive.org/web/20161015011709/http://www.panoramio.com/photo/31816853"">https://web.archive.org/web/20161015011709/http://www.panoramio.com/photo/31816853</a>"
damaged_sign,File:Damaged Streetname sign - Ladysmith Road N17.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2a/Damaged_Streetname_sign_-_Ladysmith_Road_N17.jpg,https://commons.wikimedia.org/wiki/File:Damaged_Streetname_sign_-_Ladysmith_Road_N17.jpg,image/jpeg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Alan Stanton,"<a rel=""nofollow"" class=""external free"" href=""https://www.flickr.com/photos/53921762@N00/5746994477/"">https://www.flickr.com/photos/53921762@N00/5746994477/</a>"
damaged_sign,"File:Damaged road sign, Cloghglass Road - geograph.org.uk - 5263097.jpg",https://upload.wikimedia.org/wikipedia/commons/c/c8/Damaged_road_sign%2C_Cloghglass_Road_-_geograph.org.uk_-_5263097.jpg,"https://commons.wikimedia.org/wiki/File:Damaged_road_sign,_Cloghglass_Road_-_geograph.org.uk_-_5263097.jpg",image/jpeg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/2282"">Kenneth  Allen</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:Damaged_road_sign,_Cloghglass_Road_-_geograph.org.uk_-_5263097.jpg#P170"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>","<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/photo/5263097"">Geograph Britain and Ireland</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:Damaged_road_sign,_Cloghglass_Road_-_geograph.org.uk_-_5263097.jpg#P7482"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>"
broken_sidewalk,File:Backview of four storey tenement. (4617884247).jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Backview_of_four_storey_tenement._%284617884247%29.jpg,https://commons.wikimedia.org/wiki/File:Backview_of_four_storey_tenement._(4617884247).jpg,image/jpeg,No restrictions,https://www.flickr.com/commons/usage/,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/14456531@N07"">National Library of Scotland</a>","<a rel=""nofollow"" class=""external free"" href=""https://www.flickr.com/photos/nlscotland/4617884247/"">https://www.flickr.com/photos/nlscotland/4617884247/</a>"
broken_keyboard,"File:""A bit busier than usual"" - geograph.org.uk - 2035938.jpg",https://upload.wikimedia.org/wikipedia/commons/a/a6/%22A_bit_busier_than_usual%22_-_geograph.org.uk_-_2035938.jpg,"https://commons.wikimedia.org/wiki/File:""A_bit_busier_than_usual""_-_geograph.org.uk_-_2035938.jpg",image/jpeg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/24620"">kim traynor</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:%22A_bit_busier_than_usual%22_-_geograph.org.uk_-_2035938.jpg#P170"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>","<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/photo/2035938"">Geograph Britain and Ireland</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:%22A_bit_busier_than_usual%22_-_geograph.org.uk_-_2035938.jpg#P7482"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>"
broken_keyboard,"File:Apple II Plus, Museum of the Moving Image.jpg",https://upload.wikimedia.org/wikipedia/commons/b/b1/Apple_II_Plus%2C_Museum_of_the_Moving_Image.jpg,"https://commons.wikimedia.org/wiki/File:Apple_II_Plus,_Museum_of_the_Moving_Image.jpg",image/jpeg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/mwichary/"">Marcin Wichary</a>","<a rel=""nofollow"" class=""external free"" href=""https://www.flickr.com/photos/mwichary/2151368358/"">https://www.flickr.com/photos/mwichary/2151368358/</a>"
broken_keyboard,File:Busier And Busier.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d7/Busier_And_Busier.jpg,https://commons.wikimedia.org/wiki/File:Busier_And_Busier.jpg,image/jpeg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ARG_Flickr,"<a rel=""nofollow"" class=""external free"" href=""https://www.flickr.com/photos/38986305@N06/43646486140/"">https://www.flickr.com/photos/38986305@N06/43646486140/</a>"
broken_keyboard,File:Busy Philipps (33459259838) (cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/c/c9/Busy_Philipps_%2833459259838%29_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Busy_Philipps_(33459259838)_(cropped).jpg,image/jpeg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/52309209@N02"">Daniel Benavides</a> from Austin, TX","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/relevantwriter/33459259838/"">Busy Philipps</a>"
broken_keyboard,File:Crane that's seen busier days - geograph.org.uk - 4519701.jpg,https://upload.wikimedia.org/wikipedia/commons/4/44/Crane_that%27s_seen_busier_days_-_geograph.org.uk_-_4519701.jpg,https://commons.wikimedia.org/wiki/File:Crane_that's_seen_busier_days_-_geograph.org.uk_-_4519701.jpg,image/jpeg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/69729"">Chris Morgan</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:Crane_that%27s_seen_busier_days_-_geograph.org.uk_-_4519701.jpg#P170"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>","<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/photo/4519701"">Geograph Britain and Ireland</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:Crane_that%27s_seen_busier_days_-_geograph.org.uk_-_4519701.jpg#P7482"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>"
broken_keyboard,File:Dave-Greenfield (cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/4/4a/Dave-Greenfield_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Dave-Greenfield_(cropped).jpg,image/jpeg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Stranglers French forum,Stranglers French forum
broken_keyboard,File:Democratic presidential ticket 1864b.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0b/Democratic_presidential_ticket_1864b.jpg,https://commons.wikimedia.org/wiki/File:Democratic_presidential_ticket_1864b.jpg,image/jpeg,Public domain,,"<bdi><a href=""https://en.wikipedia.org/wiki/Currier_and_Ives"" class=""extiw"" title=""en:Currier and Ives"">Currier and Ives</a></bdi>","This image  is available from the United States <a href=""//commons.wikimedia.org/wiki/Library_of_Congress"" title=""Library of Congress"">Library of Congress</a>'s <a rel=""nofollow"" class=""external text"" href=""//www.loc.gov/rr/print/"">Prints and Photographs division</a><br> under the digital ID <a rel=""nofollow"" class=""external text"" href=""https://hdl.loc.gov/loc.pnp/ppmsca.17561"">ppmsca.17561</a>.<br><small>This tag does not indicate the copyright status of the attached work. <span style=""white-space:nowrap"">A normal <a href=""//commons.wikimedia.org/wiki/Special:MyLanguage/Commons:Copyright_tags"" title=""Special:MyLanguage/Commons:Copyright tags"">copyright tag</a> is still required.</span> <span style=""white-space:nowrap"">See <a href=""//commons.wikimedia.org/wiki/Special:MyLanguage/Commons:Licensing"" title=""Special:MyLanguage/Commons:Licensing"">Commons:Licensing</a>.</span></small>"
broken_keyboard,File:Eglise de Busy. (2).jpg,https://upload.wikimedia.org/wikipedia/commons/f/f9/Eglise_de_Busy._%282%29.jpg,https://commons.wikimedia.org/wiki/File:Eglise_de_Busy._(2).jpg,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Espirat"" title=""User:Espirat"">Espirat</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
broken_keyboard,File:Jacob Busic 53364752001 o (1).jpg,https://upload.wikimedia.org/wikipedia/commons/4/4b/Jacob_Busic_53364752001_o_%281%29.jpg,https://commons.wikimedia.org/wiki/File:Jacob_Busic_53364752001_o_(1).jpg,image/jpeg,Public domain,,Office of the Governor of Massachusetts,"<a rel=""nofollow"" class=""external free"" href=""https://www.flickr.com/photos/massgovernor/albums/72177720313051669/"">https://www.flickr.com/photos/massgovernor/albums/72177720313051669/</a>"
broken_keyboard,File:Jacob Busic 53364956143 o (1).jpg,https://upload.wikimedia.org/wikipedia/commons/1/16/Jacob_Busic_53364956143_o_%281%29.jpg,https://commons.wikimedia.org/wiki/File:Jacob_Busic_53364956143_o_(1).jpg,image/jpeg,Public domain,,Office of the Governor of Massachusetts,"<a rel=""nofollow"" class=""external free"" href=""https://www.flickr.com/photos/massgovernor/albums/72177720313051669/"">https://www.flickr.com/photos/massgovernor/albums/72177720313051669/</a>"
broken_appliance,File:GE Spacemaker washer and dryer combo.JPG,https://upload.wikimedia.org/wikipedia/commons/b/bb/GE_Spacemaker_washer_and_dryer_combo.JPG,https://commons.wikimedia.org/wiki/File:GE_Spacemaker_washer_and_dryer_combo.JPG,image/jpeg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"<a href=""//commons.wikimedia.org/wiki/User:BrokenSphere"" title=""User:BrokenSphere"">BrokenSphere</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
